Wallet Address,Boosted Score,Unboosted Score,Boost Percentage
0x70442fe8fe77b9f3ec135add2a467571bbb3c12b,935,850,10
0x4a24803be20da9645e27783b06d413579ba98ac5,913,830,10
0x1331abf59afbd39dae3cd634b66a00d58979ce7f,1331,1210,10
0xf8f59d8a7a005b9d2d613cb4b67e93e93a9a7de6,660,600,10
0x69b31f245cf42faf8a7a31db8e2285a6c6e31d66,990,900,10
0xd608afd044afafba38a2719df3e58f52a0d5866e,902,820,10
0x1698b923e300842536ea0bfcc6df593b354fad54,88,80,10
0x2b57edee7891121752ad882bb2a57e53ce55f4ae,991,901,9.99
0xda0e04a636faab958bf5712fc15752f6da451346,2631,2392,9.99
0xacc7180ed89ff3259726c9e1e0e3a9c14c62b96f,1927,1752,9.99
0x485c1e4dc1f89dc2892940062acec384f289bc88,1464,1331,9.99
0x4f74f515a29caa58a74928adde73a20aeef7f658,958,871,9.99
0xa689450eb2eca0b870b984ba34806d977420c8b7,3369,3063,9.99
0x4b935cea8b69733da353b92489bbdbad0d0a8620,3381,3074,9.99
0x552544565b93cca46e8a9d11f4a71a78c6d06f36,2345,2132,9.99
0x976a8e1b668960f95b863871f40f7f9cfbbc109a,1828,1662,9.99
0xdaa98a08ee8f997ad1ea0daa093198a25cea90cb,1288,1171,9.99
0xc379e5ed094040015781c5bc2e182211549d8087,2631,2392,9.99
0x45b34ed165c19eb24d549bd34643393ed3039046,2014,1831,9.99
0x132714dd6c3d3336e5f9901488873b5c6883f3f4,1883,1712,9.99
0xe039f80a6aa42f256016d64e3cbf07a4b6e9d5dd,2752,2502,9.99
0x2f6c47459a02cde6c331505db2194db6af68c332,2202,2002,9.99
0xf6d021957bcf250ed522ef1a64a6367bd5e34b16,2653,2412,9.99
0x97c6c1695882dc9ed94feffbcb61295445f3bb49,1565,1423,9.98
0x9169c186b65a246ec627a9a453276540412f6278,6191,5629,9.98
0x1e66dfa4f1521b59ebe32dce45d8f3d7bde7e496,1334,1213,9.98
0x2c667611c16570e73699500acfbd9e747687880d,1675,1523,9.98
0xd68032e9c0d6e3e8d6138b228202fdfa1cc44bb0,2083,1894,9.98
0x7910453d06a303b76360a3a80ee914fcdf3c560d,981,892,9.98
0x38036055a231a1c4fe6912b4d94c909fba3efef9,1587,1443,9.98
0xe778a0a6bd4ef9af041315f2d28605e2e368568e,3339,3036,9.98
0xb6e1ddfda1743d5ef77dcff775a2286b2fd3c70a,1576,1433,9.98
0xdc447ec88c5f092ea2767f127e3fe0e569384f6b,2126,1933,9.98
0x4390b9fdb1099805e36f9d1a6b33b290719cd0c0,1631,1483,9.98
0x19217101c45498904fc1a80cf95aba2405a4ae90,992,902,9.98
0x3f88cf4b6a2aad04514ee3b82f002d1ea71b4c5a,452,411,9.98
0x93b1f9f85f24fb06d440f6fcd5d3abdf05e68088,1357,1234,9.97
0xa0b1c8e8673fe660990d95da8c5acbda0d86beb3,1015,923,9.97
0x55c027c4fe097365244e0d171c149762c68441a4,2018,1835,9.97
0xa1e2528c678392bd458f673c9a98f44acdcc8b43,2349,2136,9.97
0xe37edcd3726b205d176edf03f65ef9ca62121c7b,2041,1856,9.97
0x7a710c6e6807a527aa51afd0401c1d45757bfee4,1015,923,9.97
0x9aef7c447f6bc8d010b22aff52d5b67785ed942c,2979,2709,9.97
0xec4aca126d670ccaf23e06f4146e10ce087d6cff,1070,973,9.97
0xa0d751cae2ba4d1c5f2566767fd70e6130729667,1643,1494,9.97
0x7ca27459dae5944deade4aadbcb926f23818d0b0,1688,1535,9.97
0x8ed876fded3699c590be3e12cef56e23376eff3b,430,391,9.97
0xadd7e05faa3d2c6c69958c7d8d9bae9ba9bca868,1004,913,9.97
0xc918a2122d1815aff5d93a7851eafc2f97d34905,331,301,9.97
0x031a493e8b331c36c97086f6459801816e84332b,1336,1215,9.96
0x4d363d9cd220691d4a21f26d522f16421599fd0b,1700,1546,9.96
0xc0dfc989cb2b3322f32c36e20a2ab5c1a7d6627c,1170,1064,9.96
0xb4f0072c4b135fa462856d444f4c847bd2ee05f1,2429,2209,9.96
0xba73bcd00c5f1a8c48b2a415399e7373d191c506,2242,2039,9.96
0xe8488634d2f69c0486cd0ef9e4634b66f5f7d8ec,1038,944,9.96
0x688cdbabac4c1ce2cc668b52366993fb91c6903d,927,843,9.96
0xd95175f670d3586a7fff1e0678e9fa5793ea48db,1380,1255,9.96
0xd197c9b7301f1dd01524070dd206cd7d4768309f,894,813,9.96
0x863ff1d94ee46608c4ef5bb2c5c13387a8f64e00,254,231,9.96
0x0db563a1e3080b9732c4f73dd603c429ae4e5aec,596,542,9.96
0x6dba6fe5e2eebbf95202202c7642cc5026fe8a1d,663,603,9.95
0x96e99a4638e10063706a11954311bd585ed0aed8,1646,1497,9.95
0xd218b0bfc15c8ab230e873cb819f0dfb72c19ca9,1724,1568,9.95
0x7f458589dc7a95e34f73ddf72f0aae189c124107,972,884,9.95
0x26363c0f3ffc157a39bad6b18cdb0af97e1f287a,1878,1708,9.95
0xb4d5b154170ec265878a799f266746926abcc7e4,1106,1006,9.94
0x3cb5c9637deef2493e0980d10feb1196155f180f,962,875,9.94
0xcc47fcbfdd6e558fb39cf5ef4d92e59890476b86,1626,1479,9.94
0xeba3078ec0a67b3324f03e3a306e7db43a5ac941,1239,1127,9.94
0xfa5d05df712b059b74ccefe4084785be7f2ea1b8,564,513,9.94
0xc75359e231816a609434c940affcc49953dbd7f5,1250,1137,9.94
0xf72aed41b23372fdd81c1977b2ace051ab5a861b,973,885,9.94
0x171428a93b6844496575e4785231401c457318ca,365,332,9.94
0x30fa6043cde24b079eeda2945a98f37c08f9ce8d,1063,967,9.93
0x4f7e161ae2086f1bfc41099cb1ba252d8fc82650,1406,1279,9.93
0xe8432aa8c31ba02b14c4ba50d57a0410bab480c4,1350,1228,9.93
0x4fce560cc4dbbd1f19535247051ba802baf2dc7a,1329,1209,9.93
0x8aded1cf8d165058a64b07ee328e78255678ee2b,1284,1168,9.93
0x8c0862cb8c70e4e10b02aa0b75e4f0189330ff09,1329,1209,9.93
0xbda75c995ef0a3ab46aa24b52c16ae71caf378cd,1019,927,9.92
0xa7dee88038729603fc870e3a673574b85a85ee6e,1097,998,9.92
0x79a2e9c8eceeb6abed99426793f829c16289d310,909,827,9.92
0x54cdc7aa8a9b51e46733595059049dc5a54e1b54,1318,1199,9.92
0xdfd804f4fa2e5452cdd3e1f4a9fd84aa731fa7b3,1164,1059,9.92
0x5b25e226e1b6baec5d6b42f9aa58fcf97f0a3ef3,998,908,9.91
0x22eab117a9851fb6576765a76c96d58d4613ddab,233,212,9.91
0xac114b3d6881668f77c01c7ce52553ee2cd16cc5,710,646,9.91
0x73a9a8932dc806696b32e45f5580963feff1b8ad,122,111,9.91
0xfc48eb9e951d1c72e8d7cb5520342227b1103252,955,869,9.9
0x9c871e25b88d94bfe97b22223e7af01f4a85c15e,111,101,9.9
0x1ee188bdb3d7731d0aa66db3a86b284ede668ede,922,839,9.89
0xc479b70d9b2ba741b24bc0ef1ae7c24f1ca4918c,691,629,9.86
0x57204c4002a6a086665a11aab4ac7943821f217a,78,71,9.86
0xd9809f10597ba7e5c6e39c34955fa32b0a6c5e00,156,142,9.86
0x5217e23c6fa0d9d7682c11ca67fd74cce6fccd7c,658,599,9.85
0xcdec3c9f96917c6782362018a46841d35559d09c,2621,2386,9.85
0x6066c347a4355deb8fd8fc1d0c0740f1f8d1aeda,625,569,9.84
0x42c02dca2318a495fcf992c70549a4dbf1f9f36d,1485,1352,9.84
0x147188b166897e8f5cdf11d9edacfb0192a070ff,212,193,9.84
0x1e6db7f5a1550b5033162661067dc6d1000f45fd,134,122,9.84
0x3efd0b3adb377c2c36c7349aa436967811e92209,134,122,9.84
0xda7affc27ae1b2cd638e590aedc6464e4c8faac8,1312,1195,9.79
0x016cb6c8b9fcdf3ef5378b1700bea6b7eb27a1d3,1212,1104,9.78
0x3d30df5e81989360ed6c92a61853aa387c8d56be,1180,1075,9.77
0x6a76660fdd4a682f2a6fbad3e46cdc12024c72a8,349,318,9.75
0x40f465f1ba4c2aba91c0c896cb92bbe4c7e545df,1871,1705,9.74
0x4b9a166b94037947cd44baf6d993be0eb1240447,124,113,9.73
0xbfde97f52f50ca7731385137ec7bb62be60a8ee5,3466,3159,9.72
0x0ec6fc29ee8a6453a323c26f3f297c1f00dd0b81,948,864,9.72
0x82a1d9ff7b66a912f268c5758f125886e9d0af72,1706,1555,9.71
0x0e2bfc70c51774c21ad70b0926bbe854a34cbd37,1707,1556,9.7
0x3fa7a125d7fc6d4339eff8f6b0e92c7909843af6,205,187,9.63
0x62b7348c47c179cada02a6d30f1f46e041d318ff,1779,1623,9.61
0x2bd91633a3a90b468b7ab2d221d75bc248d9dfb7,992,905,9.61
0x7948a392c7c96c419a3a4b950a0e757d59cddc00,1061,968,9.61
0x8cdf422996b6b5f65bcc05a18cd3b6f008391caf,1779,1623,9.61
0x5ad07cd432804b037710f5282946fda4e5bb27b0,1770,1615,9.6
0x2fbd45c15fd7e3897b355a4d0403511334d2f5e3,1623,1481,9.59
0xd84095ef707152d8e3f86697ecd640a551e86d69,537,490,9.59
0x170fcd5c519bcc48068a1b177edbb6c16b792b88,160,146,9.59
0xef31a9c51131ce7b55598d69f5bd85389827dc51,126,115,9.57
0x189ffdd08e82721204729d1eb9db33384492abcb,1927,1759,9.55
0x543a24cd05de7e1ee0ece3908c22833cc0493dee,218,199,9.55
0xf86aaeb9a6a8bba1e2c4317e771e1ca044449799,195,178,9.55
0x9cddb0fd57c9598963e8a3735f9a70f7f0212146,1332,1216,9.54
0x43334b02903f3786cefb00b03958890066f56ea2,1333,1217,9.53
0x8364def2570e81e67c65867307c82dd55dbb0dda,2436,2224,9.53
0x2dec9d45fee0ae0e7ea94f4a2046eb2c83d1003e,1870,1708,9.48
0xbe5ed0c6bdf805ca57adb8a81a4c8fc5e5d297cc,2139,1954,9.47
0xeec9a9efc4e5b8d89b7eb495c14a2452387ba3f6,1954,1785,9.47
0x744503adc5db55ef110b29b46e212bf6c39aabf5,104,95,9.47
0x45692a7bbf52d7913d5a17397a91a8fb253c65a3,1412,1290,9.46
0xac4850b11ea4b349a28d23c6a956c28868919361,2883,2634,9.45
0xd529b87040f629771762c483a935dcc51526429f,1170,1069,9.45
0x7d88b3f3cfccbd60ae132bac4637089756b75faf,1174,1073,9.41
0x607ebb012d5dfb73adadc0101364ee931dd2a29f,721,659,9.41
0x551c5770ab4ae8b4d2158ae96dcfa9150bb0d7b0,2958,2704,9.39
0xe78b4eff96dd4ca9e49995335532410f69394cfb,606,554,9.39
0xc9e88eaed5ce038b67a5de02ca42eb82aa1d356c,140,128,9.38
0x5fa101320dfb9da0f17324c60b184bedcbf22296,642,587,9.37
0xda9d52744bce43b6cc0fbdb1d74ac90f0a1398da,4218,3857,9.36
0xb0a34312757dc687d3501a9cfb318ae54c8455d1,981,897,9.36
0x5392c7b4a9bdec78370042e183d6fa3ebca5f8d6,959,877,9.35
0x5144a964e82f030b77b16937c2ce167b7b45de27,671,614,9.28
0x76e8cffc4e95414d8e0be8e9ce9d19701c6343f0,1345,1231,9.26
0x37e0813fc060c32d03911080055f4560eeda7570,2645,2421,9.25
0x9a2cd91bca359ee7cedc6de28b3c6a8fbd1e4050,1265,1158,9.24
0x3aea2c0b21437242d33c16683cd6b1cafa5360dd,934,855,9.24
0x37b04171aad5eac14001bba97ee166ad93b03320,1752,1604,9.23
0xc53f3449431fe47270a3e8447f76c1ff28aa4e21,1295,1186,9.19
0x53f9a8d4b527e219988deaf5d8246a4427eb2e31,559,512,9.18
0xed878594b9e18d8c184acb3acb1812766c4e922c,1074,984,9.15
0x585da33717decbe3f8eb8aafa4cd3ffa22aa10bb,1921,1760,9.15
0x367c5f0dcc7e5deaa3afb3bd4b6478bc868ad5e2,1468,1345,9.14
0x826547bb2ec83f7d70b8ff9755c106e1c6f51c1f,1793,1643,9.13
0x8d90ada34d70242943cff46db04da45735ec68a8,658,603,9.12
0x98eb0e4ea0139503ae6915a6e9f1500178d9120e,467,428,9.11
0x1f49fb7f9565791aad182bd92ab402abec13d668,1685,1545,9.06
0xf80af6921c342cc22bd1ae57530351da2732f2b0,687,630,9.05
0x641e9415e7fdd55a020fe35b5fa3aaeb852dd8ef,1846,1693,9.04
0xf85d8406acbaca3c3e69b2fefaeeb050c427337b,398,365,9.04
0x4eeb706670d829af1cbf95be47173c54ccede67a,1220,1119,9.03
0x31c2199565e88cdf259ebb6f13b0d9f7af072cd1,980,899,9.01
0xe5362637b8ee58411c7ff94ce7e49701af5f00d5,605,555,9.01
0x34204ce7135cb424f7dbd3f96ef7fc14df29b503,1285,1179,8.99
0x576bd377d281938910820f104252ca5790e38229,97,89,8.99
0xb1e03d53f6be30c7154fdf5f125e7d713ecf722a,2613,2398,8.97
0xecf5c6c184457e4797860ca92044841a140f0468,401,368,8.97
0x1bc3b11bc6cce5e7d651deffb0681a5a47ec3cd5,1159,1064,8.93
0x4acc5a810b1efe2ac5de50f4e3e5a3a40b7b1cec,2050,1882,8.93
0xc29824e604b317e42d574503b978faa88b4241d1,366,336,8.93
0x3c411e9272ea912fad1932d84154592a78451abc,708,650,8.92
0x8101c452ed4ae5c0af5385eb5dfca47ee0effd32,1198,1100,8.91
0x336503465d29cd2b6a26436042c87257073974ca,762,700,8.86
0x54c07a05213933c8d625fa28bd609701d8f3d694,2992,2749,8.84
0x79adea6499f08a58438b9828913fdbac98386605,753,692,8.82
0xf8d189386fb4ea01d5d760ae152e63514644ca3f,1392,1280,8.75
0xe9837a0d46afc695fd079b7efe17f94bb8799c9e,3622,3331,8.74
0xe897b204724507573b87d7a6c1e822382bf33a86,5338,4909,8.74
0x901b8708f9516c84d777a74f142e44b89f437b93,1643,1511,8.74
0xb6ed0d1b01e577a7e02f9a084e54aafc6ab38d20,1631,1500,8.73
0x2894efedbe0e1472592704f6bae139a4e03f28ba,2415,2221,8.73
0xe6b7081442a844a931be07f5eeb982422c463dbc,2045,1881,8.72
0x59a244351b6977946d0bf5a746d54d09a24d2c91,1297,1193,8.72
0x633efc0b3ff672ed2482d798690fbc57cf71e53b,1016,935,8.66
0x75a243cb48a7b7a5ce1776d267745ece3de9c6dd,693,638,8.62
0xaf85cf62ea52e5875229f571b148a9041355aff6,2981,2745,8.6
0xf314a30670d6719666fe44e78daf63c05c9e14f7,723,666,8.56
0xf7b133a8c1bb9ce05c64d27eea4fb1fae4189ebb,1871,1724,8.53
0xb3537919f8b4bca79ac0e7df8b5f254f4f88bc37,1247,1149,8.53
0xb78ad0c44964c978c763cca142c8d3f30b711e3c,344,317,8.52
0x0b7418668dd44a536c0ebfeeb546941a7f5b1667,612,564,8.51
0x7a6538b45842807650c9bcbe67aed560ba89f0d2,2107,1942,8.5
0x613600a2e2fc903b464d7fa7e139d7750f3ed570,1407,1297,8.48
0xb3326ae76c7f67e1e21f1bd2a27fd1df1594acc4,1075,991,8.48
0xd04b2214907950f4e4da7f1f4f987dbc52f2c018,64,59,8.47
0xeda002ed83c88ec248fa4aca9b3e04266e964e04,782,721,8.46
0x219778534c0259b5f0b79a86517739754fcaa143,873,805,8.45
0x3c8b480dc037d7cbc3e5317b4b2097906e0fa345,1354,1249,8.41
0xcd689beb059d96ca51c8281d50fc3150c24ad9c2,1791,1653,8.35
0x8128798e1189bd5e5aa8f7fb1946def57ff3cf70,2169,2002,8.34
0x94820bf03e87f02b2c79607668baf9a608865149,1495,1380,8.33
0x2d2aea873408bd23c800f7463d0899b55283af96,1628,1503,8.32
0x77f1f02101cf89268f451184b541a2fbcc436a09,1876,1732,8.31
0x672b8cb451a0fb81f3e0d146bac2e2a5dff21039,2109,1948,8.26
0x0d2f55a1e3216a67155f18ae41e0ce52d0b253d9,3296,3046,8.21
0xb9c426ef0a07d117dfe518bff954b19141c33c29,990,915,8.2
0x8a1cd21203bb4c953ab52076f71f4f9a1bad771e,1121,1036,8.2
0x39b13e401efb597784910327553feef4ff3460ad,1130,1045,8.13
0x5eb611905b48fb9bcf8e5dacf75ceb0abb2f2d2d,612,566,8.13
0x9e4a9b4334f3167bc7dd35f48f2238c73f532baf,3655,3381,8.1
0xbad3bf0e52b5d3f91bdcacc5cfa94a97cb9aaad3,2668,2468,8.1
0x7926f15c17a8de84792a5c71634f87d83123559b,1231,1139,8.08
0x0f78f3014499d1541eaaadb82321709ec538d293,657,608,8.06
0xd9504b6b66881b17e62fb22d33c7cda648fe7f3d,1838,1701,8.05
0x52bb30d6d9d85b69aa869e572d902db8b0f6a334,1620,1500,8
0xccc9a5bb279cefa2e1e38ba5cfeddb1afdf726ea,1012,937,8
0xd2127a26a6c53d523a28a61c081e9298087f517d,1567,1451,7.99
0x7f568aa844611b264073f4162aed6e646251b893,338,313,7.99
0x7f22ab0101943b5cb729905bc47b779f1bf68edb,1340,1241,7.98
0xc4cae9e74593011f5d5a7b7eabd2d2a8c7e3d4ea,718,665,7.97
0xc2521db7fc8160ad24eeb34b2468ae86b318e9e1,1099,1018,7.96
0x32ed43351b53443cf4dc56882e181e70f6b2b3e9,2576,2386,7.96
0x21f0bdf294339e71b1bf4d8e97964fde9ec79463,1222,1132,7.95
0x277f5499b1db94e215f24db590334cd488df7d44,1710,1584,7.95
0xe5fdaa2b1a77bc5a50039edab6886ca8b318da25,95,88,7.95
0x7e1876cd27d2c9e6aa2f49610330b9e25d690380,816,756,7.94
0x231e72b2c56acf33fdbfd31173ddc3f31c926a77,1660,1538,7.93
0x46e33df60c4d54840c4346c7ca329f48e6cb65da,1783,1652,7.93
0xdfa8b9c4ebe4f69ac36ce462dadd2e1c64482346,766,710,7.89
0x1d08a3d8f78fcc77bc1c428d4779c3e14abaab3b,1246,1155,7.88
0x2f53e85361443b2acc74840e590632e6d85432ce,453,420,7.86
0xc70c18bad7c4b7de613256dc6f2386ea7ad67ef9,412,382,7.85
0x94bdead04c63102ab62f42c6387e43391c1ae431,1210,1122,7.84
0x96a603254e66acfff3b641c461270e2b37da67ee,1486,1378,7.84
0x7a18f5820dd311589af9bc6584233a980221feaf,2246,2083,7.83
0x318706c62ead7e9337c727980130f1ea43055a0f,980,909,7.81
0xdfe8aabbc18695e24e5eb143f5068974d74d81eb,2463,2285,7.79
0xcdf69387fdac0e97fad54e96b4278a5d8ffac9d8,831,771,7.78
0xcfc6bbfb3f8584c7ff0aeb032172ee472ed4e7dc,846,785,7.77
0x32e56579b20c89f0db03d4d77466c9db13da12a4,654,607,7.74
0x38782da9767f843e4e2dd279ca33c991e49fcbed,530,492,7.72
0x6765fa80af39c40faffd9968c49ef77d96e1fd9c,774,719,7.65
0x14d76dd2de872ca66075058088e7b13931b0141c,240,223,7.62
0x60836df4c7312684eb1c6a158f20c4d1a3b91eed,1176,1093,7.59
0x22fd24ba480333b13897b19f42b073166bda9933,667,620,7.58
0x308b424a159e75f60b376c711e1207d354c4a8a8,483,449,7.57
0x6e2c8cdf5358ae773255ae279208f9612cb810c3,2514,2337,7.57
0x0e109d4c63494f7dec2661027672474e68de7fbb,584,543,7.55
0xf8219ef248b1433859d88d8ab2ac0588f2101cbf,2695,2507,7.5
0xab4787b17bfb2004c4b074ea64871dfa238bd50c,3114,2897,7.49
0xe55dee6d1f4a57cff638d6331d62206e83260417,1220,1135,7.49
0xf156198674a1d88dcfec35a310578b6cc558f2c5,2339,2176,7.49
0xb3a8d22d29bea866dd09186b9f1c9dfa28d61eab,933,868,7.49
0x3c7d1286d61e3265c3fc114618a0d0edff30fb94,3146,2927,7.48
0x7fc874d63fd02fd3984ad33407e6b2a50f1c79e5,632,588,7.48
0x332684a8b3e06bbd7fea60c9e3a1fb4df124e2a2,1697,1579,7.47
0x4e4b12a07c5525552e227479305051dc633c4437,1381,1285,7.47
0x831b6c6bde238e79432770b24ccc81a666aac00f,1596,1485,7.47
0xe725637786dd65d0ba0a7f9e0ebc468bff71a957,1583,1473,7.47
0x243946adf1be7c01e4803ab4000b298401d1c786,1956,1820,7.47
0xb245a959a3d2608e248239638a240c5fcfe20596,331,308,7.47
0x650fa4088b6faf0848185c94b46fbe0ea090554e,1858,1729,7.46
0xa82a6e1a6a6fb6d84dfcc1dbf3bed24861081147,1744,1623,7.46
0x7fa41cac061f3545a1b355539ccb810ffe67e765,2219,2065,7.46
0x0ee5bf10e866795f6ef844082318583666b3bb72,749,697,7.46
0x5a1587241963bd94eb9e4146fcff51cbf3675752,951,885,7.46
0xed540b08e7cae7e53a426c79f2763f9295edc812,1861,1732,7.45
0x8e0962872555147d88ee733bdb1bccf522f6dd3d,1327,1235,7.45
0xb4cf1ed1667a7bd00ef279655f2f6b1ec397e8b0,1154,1074,7.45
0x116a79b903acf55498b6c73be8a45d0ae7d1f42a,606,564,7.45
0x513e8473fc9658c50ea01d4a0d358458b15932c5,1874,1744,7.45
0x41a99143529233583b69dd5257690585646b6693,1255,1168,7.45
0xac5e99b194689f6f4739986a345186484f81349e,2731,2542,7.44
0xd8ef17547694f58b37bbe9b0787b90be881d042f,1156,1076,7.43
0x8d99c82fd0f4435520f586918a782d9f3d004c53,969,902,7.43
0x4c7664614aba3710d827ad5af7a47161a83f2242,709,660,7.42
0x84875ee4ca6c50da238e24841d92448b8f35b986,928,864,7.41
0xbc724f6d5fead0b78abb0f65497dfeac417c528b,1943,1809,7.41
0x737afdf526e2cb6d9cde52e70976051d27ea58ae,174,162,7.41
0x5cf923dd2347e36aacd452bf210e70636c52fd17,2076,1933,7.4
0x2c43625fd2cf9246b0a6c0af6813d1c8b6ce0e1a,944,879,7.39
0x6ed8f9798ab67ce84bbf7d538524d6316d32c297,335,312,7.37
0x41de1eed3fe18618f0df558ea363c522ec18e194,1152,1073,7.36
0x5c3ee48b824299099f00fa346976616d1cbe8079,1578,1470,7.35
0xbbaffb283438b8ef561445ea15db70528dd3916c,293,273,7.33
0x4a8b9e2c2940fdd39aceb384654dc59acb58c337,2952,2751,7.31
0xf6dab22d6fabc48998ee783c38afd1ac700fbefe,1747,1628,7.31
0x6c90a82b53356cdba4a1d0ab49d9ba11de2a722f,1351,1259,7.31
0x107674310bd325738add1d12b98831c792e84130,807,752,7.31
0x77424437e320fc70ab04d983e259ca6e6e205c86,1956,1823,7.3
0x17a5c5bed20d7ae132dc9d866ccb1c93ec682d01,2022,1885,7.27
0xd636417070b9d52451886565bfe7d19cb1b388a6,133,124,7.26
0x228f9fd74f35080771a9e858f9575451d3ccf7ed,296,276,7.25
0xf814f2d99615a947bb731d8ae1723eb1d997d776,1615,1506,7.24
0x9f67b28a586d62d3b629d49ca4e480055a71f8f2,833,777,7.21
0x242b3cb8eac70f495240a15cf44fc7c1cc43d55c,119,111,7.21
0x55656490dc01f65981fd35308422c39ec25b7400,1028,959,7.19
0x446278f03e7a640ecd13dd7ce05cfc9a3c31bf5c,1040,971,7.11
0x0fdf474dcd6cc04702b35d48fc459b61973c9421,1906,1780,7.08
0x0fe60e55a8c0700b47d4a2663079c445fc4a5893,469,438,7.08
0x52ad4c6552f12808395e61ab62d17b34bf7d2c32,1000,934,7.07
0x41029f49b6fe8338695351a0fdf687f896700b0b,2592,2421,7.06
0xe3ae849dd7efe227454d46373bdfc7e539f6ee66,4260,3981,7.01
0x20854fb195e5a3171c7da2f26726b7e2b2a54145,154,144,6.94
0xa31b837bb778cc7211bb0424a6e7a02f3b86d994,1623,1518,6.92
0x1701db833ccc91f9f45c448a311c32e92d25d1a9,865,809,6.92
0x4dfafd2d7bfcba6a9dd6e5c6adf44b87c053a485,1622,1517,6.92
0x263931b60e4ebaf3aca25475b71ed6b5ae6af7af,1114,1042,6.91
0x2592a87cf91c1d0bf65570884793e621e2fc0374,933,873,6.87
0x3f82b1e37ccd2fa7d9a59e9c3e4ec105880eb555,969,907,6.84
0xa23b4589d9f4cc1ed4e7cbfe3887c774585cf4f2,734,687,6.84
0x78fb909af7b9c8aa18fcf2d2fd2913451c375ddd,548,513,6.82
0xe39048cd55c79b7276b66e0d407dea4f2b745af8,1303,1220,6.8
0x77e4da86c3a075cd46284710065e34b4973663d7,1287,1205,6.8
0x891eb42893e2a261305f61e9a8bf3590b28c78d9,1274,1193,6.79
0xcd02cff5ae858d0c79de4475458f5cb0ad01722f,1718,1609,6.77
0xc0c8ee4c0ddca57e010151a6e6d0fd73d84f797b,997,934,6.75
0x4eff5437fadc252cbeb982be65a97423a80b93d1,1761,1650,6.73
0x9d79f12e677822c2d3f9745e422cb1cdbc5a41aa,745,698,6.73
0xeac1ae4cc1f2f56167584a5351c766e656043243,735,689,6.68
0xe9ed9c5a638d71b7cfd4677d9a09f94e5733ac14,641,601,6.66
0xee70d0bdf15b2ceaddfb09fd1c743be293abe37f,1217,1141,6.66
0xed0656bbb366c28ea1ad274b931278df34bd1865,898,842,6.65
0x5680846aa7d3175341698dce493d71add55969a5,2340,2195,6.61
0x77d4be9af7639fd959c0274a55d300c00c2a928b,1120,1051,6.57
0xaeb95e7b3be6d16bfac4cbb636fbbf5a73b13e28,1544,1449,6.56
0xd89f4745758e6ba09e9fdbf58d4f9824ad1ca097,997,936,6.52
0x0467529142f1eeda848c4722e026c0b753e6aaaf,996,935,6.52
0x66a4aa6286dda20f1d1a584a8ea9372c3dc54560,98,92,6.52
0x1b56eb67f280add7cfe89727aca1134274443a39,704,661,6.51
0x964ef3218d8815ecff89e0af40098514d05ba1ce,933,876,6.51
0x52f9765636d7f0d8b10c4af0430ef4547b6bb609,1003,942,6.48
0x6d15c238676bbbfd913822713d971cdfc170e2df,1011,950,6.42
0xe9ea7853066926294470677a35c8d068df621f6d,1626,1528,6.41
0x6cad2e24bfef0bc2751c82736affb3863b992bea,50,47,6.38
0x6f95b2e20ca71093650eb4ef00d22fc2816b93de,802,754,6.37
0xb16b4016f3ca82fae2e4feb2c6f5e8d414d274c4,1288,1211,6.36
0xf85a26cce4aa90ab2338079de5342fb8f3bc2e80,3062,2880,6.32
0x84e799bc5e470e97f04dd3873c0089b826b2d1d0,1429,1345,6.25
0xbacc0593392a08f4293d7c61f5402a5bae8b7ab9,1241,1168,6.25
0x92455092cdeeafca0446a7be63f36ba35436014f,1788,1683,6.24
0xe1b89679cb22488020ceaf53706e812c06cf4605,1570,1478,6.22
0x132b3aaae4585eac7d2dc6e7f33a1268838ddc6b,803,756,6.22
0x8fcefac865c2c00def926ed2686d9f128d567140,1526,1437,6.19
0xc16bbd74ccd02cd674ef06c90ed1e2ec8c34131e,1639,1545,6.08
0xc0df76e528d6d258594b444fc722e968d6ae8a24,401,378,6.08
0x467175fab8c27e82eda1048cbee8ebfd43883614,1584,1494,6.02
0xfec3a92d9b6f649bc13989a875e9d75c723a9f59,1237,1167,6
0x01a3a184991f20f3c687695c82fdd06c0d30449d,637,601,5.99
0x0b92e18e77a5a6f186d80f1f4acdf4ed82f940c4,602,568,5.99
0xf853c7228e13f1240a3144cb0c6d9380e6c86dcf,991,935,5.99
0x2cc77cfb859e70eec9989beead494be6d940980b,940,887,5.98
0x0a70c5f67d5102b5211d30179c2436dde200c073,1951,1841,5.98
0x3be360b9d27e2ab73a5479deda883ddd29a83def,921,869,5.98
0x192113c22826db1b2b83d7b884acecfc3acd1f24,1294,1221,5.98
0x77f507dcab5ee5da19b59da50c3165827bb47781,1331,1256,5.97
0x7d3f2edb2b9869f6e21d94a94ecee598f6a3fc86,3023,2853,5.96
0xbe1c70c5a177986c9463429493a117b3e56ef3b3,249,235,5.96
0x0b15eab05edb10b770e68c5dd70bf32999cc5c7c,962,908,5.95
0xbf1c5105e1b63d33943ca824ff5ec369de6a4294,2100,1982,5.95
0x1c5f6ca2732ed0c9dbaec808ded3a34ffdc40ebb,1317,1243,5.95
0xaae32d2fd3e3da9092c45017ee0420d96a38f768,588,555,5.95
0x63cb2a53714949b00ac8367d01f3ab62e5e3bbfb,910,859,5.94
