Wallet Address,Boosted Score,Unboosted Score,Boost Percentage
0x5bb491d32fca0b677f629802a7bbd8a6d323ef86,63,63,0
0x54cb44886610eff9334ab24397ba3c7919ff7d71,322,322,0
0x7a6021b684b61376f41207007f48b98a5a33117b,612,612,0
0xda4910f415b1c3797e264aea6d76da8409e7a16c,933,933,0
0x2395c0c07790d0ea773e756f65321f03ced3b483,295,295,0
0xd64e959840ac4baa22242ef86ff3dec548f61e1f,992,992,0
0xb8fa382187f730b445b3ead3694612178bdc73eb,307,307,0
0xb820c7efae72d72187931f30b9df4c2470e85928,284,284,0
0x0a295343cfe3f8878a28e974653074aacf33dd3b,292,292,0
0x117026eb0c5ed7d365e78710753fc2961e085b2e,502,502,0
0x82ba7508f7f1995ab1623258d66cb4e2b2b8f467,345,345,0
0xad8240695d7d290d46fd94aa97178600d533196f,273,273,0
0xce517debaca6be1b06fac76f5949faadb927ae97,898,898,0
0x71b78a6654983d07cac0092bf581019418242665,318,318,0
0xc4d0af96a1c580fbc9e967776a1666c27ab933e4,649,649,0
0xf3bb97e22ee247b5c38fe2ee4367145d7f908fe6,603,603,0
0x7bc0d40357f1fc7b21bbb6199c5759d33554bbe8,635,635,0
0x275fc42292e474276b919fbb5c57a381428c2d99,300,300,0
0x34d4eafef4e2072476a65522752391e84533b34b,319,319,0
0x2bd23e1bd34e1e46c10d46d9dfa1a8878e7aad02,668,668,0
0x1d9e8ea0fc9d124e6f255c45b9917ab9c2d62cea,636,636,0
0xc39187076322e0f3d97b48c2da5f3a32e8a09b5b,271,271,0
0x2f8f070589bc6ac4e579d2aa599e75493adfa0a5,325,325,0
0x1df4c50410e20c2210b60b95cd845672cbd437a7,669,669,0
0xea9547d3300bfb739b10209027dcecf6c8dd7ee9,601,601,0
0x31bb30270731c1e71bded97a3fb468c0a5a33a11,679,679,0
0x2b7d968142b33bea0c7c6420d55f08a449e1e5aa,334,334,0
0xc2357e5521bfd545813c28a0198da5336a23bc49,326,326,0
0x64b90c0c5b92f46dc5e677cf5f8c95c294918142,337,337,0
0xf07961a06af7f5efd4cdb166a5074a939e7ec4dc,608,608,0
0x0a1d206e76303de079b9097aedb8fd52ee9eb106,302,302,0
0x5d748f90d62f99f6c2e4b95664e287cacfb06052,671,671,0
0xef0632d8acb435741e944adaaa9cdd14f79262b8,228,228,0
0x07d683bc2cb3115d5bcc1809df33246d27a36155,288,288,0
0x5e3abd253039d30f7a387dde70de5ac9d49c9faf,315,315,0
0xde7ae52a4247434e28ebfb137b727c76bbf6cacc,1267,1267,0
0xf87d7673f19323daf4759e5a6e0cf658255ba63e,332,332,0
0xc1692cd69493436b01cddcbe5fedbc911746a7c1,933,933,0
0x1db411720c01fb182ef5daa1fdf765c1eee759ad,307,307,0
0xd977ebe89cf5e8c7715735d02b43510cb552aaa9,51,51,0
0x38524e86b91c8ce7d5b870a3e83676a609203152,283,283,0
0x4bf81b6b9a5dc0120b0acc32799b84a8e110a4b3,281,281,0
0x468d69df5debd4991aaf1b6429bfdbe61a73a0dc,288,288,0
0xd4f30cb0817367749c6816d493a99ecea94181c0,611,611,0
0x15d2eb2d9314b91606b91e7bc5edf0331d31ab24,1014,1014,0
0x31c3b7e7cdc3f19e9d47faecf5f8303da4929fdd,301,301,0
0x0a656fa14f63ce9de5d4e2e8c03c2f00918bc1e2,288,288,0
0x6507db73d6ade38af8467eb5ab445f224cedaf38,880,880,0
0x1203d71cf9078e192a241333b10f6eb9a5a6d9b0,615,615,0
0xb09316b71c0ae83f1306c5a8dc67f32450e0adf9,289,289,0
0x611a4253f5d5742040f3ff72b308f7d2406ecad2,672,672,0
0xdcc4c0ee05751c0e2ff8e6da9f80df864809c42c,626,626,0
0x493c2257c2b3b6238cea9124d9e6e0183f36ed66,299,299,0
0xe66842c8b0fcae89f70695410b644531909ac04f,553,553,0
0xbe9985fb4bbd9f22088c071d39644c55f31a8f21,304,304,0
0x16c5d2581e09dc41b2f9e5962d63d616f0c74561,268,268,0
0x546c281e0c52e9a12199c0d2e5d16b96a536df2d,26,26,0
0x80c054fb9b2b654b11b61e9e3a2721c38c31c6b8,1275,1275,0
0xa9ce55c042b3ba7a515ad1cd71078e09eba82296,583,583,0
0x17d3ea7ea9dabb3a8cbeddb4334cce8158338b3b,29,29,0
0xe9b8d056a96eaef5d1c2b312ca4a70ecac2a70d9,284,284,0
0xbb7e284fd7b65a64581d1aa227e79c640899e4b5,602,602,0
0x3e8a838b7d855cb9b45743614c449ce4592c6f57,286,286,0
0x3191ea9ab36c8118f40fb4a018f0772f9d44818f,273,273,0
0x199f984eccc5829539dafc2301a93491bcf55363,310,310,0
0xd8bcfffbf8dc67353cd0739f4f2ad487c657d5b0,354,354,0
0x4158cb4b776a0c2848ed90efdf6a1294a903d208,308,308,0
0xfd2531c9907ab0dd3801fd32c274d1a6bff1b2b4,679,679,0
0x76d0ad6863b627f5786e7c6d17bc67426a9a2787,1295,1295,0
0x21fd5e9ba1a102824263c42dd265a465cc69e469,374,374,0
0xf8a82db905d4ba2e3ba2a91c7cd7e6b2f4b713a8,563,563,0
0x0b4d4723c39bee4eb163ce6584044750c6c8428c,284,284,0
0x9a712335ded8455a623a51046f7baabd604a337c,289,289,0
0x803d68da2cbb01f98b203bf9c020a461b47cb76b,970,970,0
0x2e1c6f95375ea4a5d2c0840c57614d280f971299,66,66,0
0x8bb1b626486abc8bf4bc18e81c5bebd979b92342,845,845,0
0xa476686a7f74d2fb28c23ed3f59aa45557210577,689,689,0
0xb5df77631d944b7f394fdefa0fba0623a94ddfd3,338,338,0
0x2cecca0f3c09a85a1fe27a69e5e2733c52496f58,915,915,0
0xef3ff7cbe55d8bb7a5ca9a0ba0d4c3943cadd6ee,580,580,0
0x758663adfb5d61238556cf74bf006bb1e1f7a141,267,267,0
0xc347d21724f94b634eee68994b9a3dce91c7a611,789,789,0
0x3c4229d66e797be677e0259e2b27eb1dfb30fe83,337,337,0
0x7987278a6c74c88586a9b7dfbe757bdf44fc88e3,340,340,0
0x759964279f04c9a780add592f4719a8308c60c64,312,312,0
0x0b09f2845a509655797db011ba5e5581cf9afd65,308,308,0
0xbe2a7aa090775508903a7fe6ec52b7bb42eb25ad,867,867,0
0x94f8cffd04cafe4cb6893917fddb67d41ac8993b,302,302,0
0x3906a9adc556049b3261071bcb330a081d406165,59,59,0
0xc35857d8b542867ba8c1ad35be9208c25adac239,1124,1124,0
0xee5280e9eb7b9d33ca03332db7382b24f4a2d009,648,648,0
0x9e8126cdb169382fca20bf221473f0c4c249e146,332,332,0
0x62024c78c51bd82d176abd3f5b777be78a4d14ef,273,273,0
0xb4002829c43d07f4409978577108a48d5430859d,336,336,0
0xed93d2e850adc6931e76e9cd975b65f62751b5ab,550,550,0
0xb233424472edb7e1a86c599ff4de14f844f65603,305,305,0
0x569fdcaade0c4dfc99d9e5d6a607bdf91f70a33f,328,328,0
0xf9028e8aa94580259dffc1e74fdd2498c45a0065,304,304,0
0xf5f7440a50c55c1a17a17824923cba6c8dc181fa,922,922,0
0xf9778b05fecb0079f550968f5d3e6865aa4ea66a,577,577,0
0xd3d5cedde9416e11ff4f46e47c1d10fdc9e58847,970,970,0
0x30e0272a0fbba9bee189622e1964c0dff73b5953,577,577,0
0xa1a7748c09e56fb0b6de3acc2f209ba968ed1d97,388,388,0
0x4742ab77a9ca6e4f922c340f46a8e17efa4a9890,54,54,0
0xb7c876bb33c4895e8be437ae64c73dc353434e93,349,349,0
0xbb38dbcc65691543fec1341c5a04c090851d165a,292,292,0
0x40bfc5314d0a8f557a7517bcfead61e96b578c5d,286,286,0
0x2f57507ee1eb54c9c04161af0b99f92226879de9,324,324,0
0xdf778efe15b8039b9f678d89108bff50492f0753,348,348,0
0x87aa2feb827c7b14f08796bfd05bfb49b828fb82,208,208,0
0x42fa432c81058ee8a3c05af9dea94e1b4e3a5bf4,325,325,0
0x60040a116da97c728a370aa7f30bdd63cceb1415,298,298,0
0xadd050864a01b42bcb4778c03580ce21bdcf5d44,597,597,0
0x250d6d3cf402863ecbdaed01eeb3e5b75a1a9f88,1246,1246,0
0xf98805749a325b4261d315f242680d643dcdf76f,277,277,0
0x62fd34d0e6e239a4023575b73818ba7cd7b8888a,363,363,0
0x9ad130c0ad152135c5dd311430723204dfb57c28,274,274,0
0x38dcba655ffce182ce2fa31482635e1e6f4f1a45,579,579,0
0x5c48064a4023b0f345577579a6171895e692cb8e,339,339,0
0xb467aed5ea9ee3b14711df29da0827c002119bc5,253,253,0
0x1711bc52bf7e0494325799717fe640f1924617b7,278,278,0
0x184645cab77254eb7ea4b8562d5174fa42605541,323,323,0
0x82e862b2a24abd234e683050a53d796f83f67e7a,962,962,0
0x48c7b8199a9746c1076f8b6cec5085670c605936,304,304,0
0xe225a79c9963364e3ff0d0effb460e9046c5dce7,298,298,0
0xe7e7786ed2c2786204335197128696657ea5c672,260,260,0
0x652e01e3d6c46f8720b37e1a7a748b767a8906a3,350,350,0
0xf625bdadd4105fcc9eb25b01585031f0d8a59bec,980,980,0
0x4b045408c9574e6b3135369b6b9dde79e42a1fbc,296,296,0
0x1e3a09d8cabf07482be7b20803d46beed37cd0f5,591,591,0
0x4065b703a109fd2bbaeb92d71665d7658fb4f825,736,736,0
0xa18aa7d05f50b3c013c3de9ae63217a78e40859f,265,265,0
0x4b97c16cd399832abdc218bc5fddf6434f5e8c4c,248,248,0
0xad289942de50f50412b2e797aa0939e4d59fef68,322,322,0
0x6f4227d1faf3c10ab178b63e43c4ded4d57a9807,586,586,0
0x3bbba61a6b7d544e73507c73f3e6dd14d5e3ec36,274,274,0
0xfde9822a186e689b042bf5c724e528b1520f07ed,320,320,0
0xfd49d51772665c048f425daa087da9174ceac9de,581,581,0
0xea970e070155ed0b8e51cd456a2fca373c6dd6dd,947,947,0
0x4d2cde8d65be8be6cb7eca5c07917f26957aaa8d,1497,1497,0
0x32539b93b9723983d383132d9e6f99283f2bc900,298,298,0
0xb0495056b95b89cf97d36c284c831b3545fb8ab3,313,313,0
0x5250c0838ff075197cc34ca4d6e56bd8ee0bc3f4,318,318,0
0x932b7f59304baf4d44be13fc19f28e0270aec0fc,296,296,0
0x977b814887d806b965191868f1952fa32fcd6ac3,1522,1522,0
0xec5116d6699313d3ecd2a40de02d8b814da6bccc,624,624,0
0x65d50abc586a551e867ddb111b7c8956c0b5091f,550,550,0
0x7c0a27acae7a54bad0876a774dbc64bb4dcb6821,1160,1160,0
0x64319cba4599ee2e75e9e2f97cde627e7ed7069b,304,304,0
0x3213932ad279d833fe2ade786773b6220f3cc009,952,952,0
0x98cdff0fba6d57f406d324561fec969c6fcdabc1,281,281,0
0x4865a4e3d1f76ac4ae9672aa4bf555cec263f416,281,281,0
0xb673885d91c726662742d036ba66badc4bbcc5e5,323,323,0
0x24d97b4a874de0be1f9020d58c4fd143b5cb47ec,1226,1226,0
0x11a9583750806c3f521254c8e930991cd6139b30,541,541,0
0xf179e470284807bcdba123d1c75b11fe9983e647,864,864,0
0x30da9add5a6c4480d79495fb195a50ae97eca4a6,932,932,0
0x72dd11692ec8774256748a3484372037e41ce5de,288,288,0
0xb6d17fd7d5d1307ac05b901f83c2ad1f3ce74d87,422,422,0
0xd62a49646e4c92511790b1458b2ca77bfff26200,591,591,0
0x28daaffd4ad7f95e26e12762e8eafd5976d79706,275,275,0
0xb4d3f0c644523d30cbbee2edc60a5d5daad05c5b,609,609,0
0x5232ad4c600c9a60aa21a72aa33882f793946569,598,598,0
0xd26c717e81622972d238fff420443196e5122207,323,323,0
0x5c491febd35d33ee0985c9cf1cf0ae2c3dea1fc7,263,263,0
0x74483c29da4733cb818f80686094c223a6ae1be7,310,310,0
0x6539b5ed99163982f4be5c82f04de29b3cef7e8a,545,545,0
0x90a5aa0150e2a7ea6ec578f0b8d7171b0b1ff4dd,54,54,0
0x0f68252812b96915cb48fc094cac061baa248370,272,272,0
0x168d2e8dbbcc34b946441b2be6cbec1d02510c5f,326,326,0
0x90690defd989dc2a6be8edf09e530f7a285c197c,895,895,0
0x3f5b6e71571024d35bd73cffc40971a168080c07,301,301,0
0x5ca3d9232f89cfba7e96e06e90413e2f26705a1f,945,945,0
0x1443e91283c03c02bdc2738569ad840909dd3c21,309,309,0
0x3c42a65bab9f7408890e4c668e98f6a875a5f4aa,64,64,0
0x1f3d2a2ab926ae05ad1274f2ad2e9247fa537bd9,841,841,0
0x1941a7bad21ca6187033db21953b2eb47c3ca486,648,648,0
0x66d0b2f496aeda911f6083529aae89d0b3fa9cdc,290,290,0
0x65527ac04ca530db399825772715b47c0e42fb4b,287,287,0
0x000000000000000000000000000000000000dead,1805,1805,0
0x3a8098da2b811e4943630a1880d75bf2fd41ac61,575,575,0
0xe7da3f4f0bc18a266d13f15306e8398fccd94768,578,578,0
0xb1d0eba409b09eb27401275d4a2eefa306fef68e,290,290,0
0x9096319926a8a46b05788ac202336bfcc546dc36,692,692,0
0xe7191ceaddd1cf90616a54d7eae57945a4c8c122,268,268,0
0x8b4544cb856887ebc4e4c37003e9fb8df4855da0,285,285,0
0x86e3f42306ed8cb3ff0287f6ecc9a902d68855e5,1020,1020,0
0xbd821ee7e7755831f771b2f81b9f5aa94b5f8362,951,951,0
0xc41b1d5dd4ffa5f0a1af762ac4876f4e0974e8a0,288,288,0
0x470af085d49c645e14a3c38b19b14af503b06ca6,302,302,0
0x96b1bc4c56ce3d29164da6dae9af10ecae3905fe,689,689,0
0x7d2953627814d1891bfa7c5ff18b0c91a5c3ac06,273,273,0
0x05bc35e35f06fe3412ee45efce53f6a6385d86f0,570,570,0
0xb9c65f2354e7914b4f81a6c928b9cb5f792743c5,277,277,0
0x88d172f82237066ffd699cd9cb9b7f36a33fbccf,325,325,0
0xd3b8ae357443eb070eeb91ab0d08e9633c15df21,1100,1100,0
0xa21d66008f108d6158c79292e18f5bdabd02bf75,299,299,0
0xc443ae790402e178747f7715445b64a93b4ad170,553,553,0
0x09590da352242a2decd4fc82a6a8f614c2808fdc,243,243,0
0x2753566b37ee5b0d9c938e2d0e3e21884e291119,273,273,0
0xc326407cc9ce7cf65b500062eabebae5c328c5bc,861,861,0
0x2e35e8fc284f54c11eee0bc6a17d07b439cd1fd8,297,297,0
0x7092a6e3c5a91c21e245cf6c193fa106b03d308e,318,318,0
0xf717b4ac56e6fbb62a1e09e9feff5cb7a801aeda,939,939,0
0xe3ab174cb5088e15ee337400180262eae10dc2a9,1009,1009,0
0x96aaedc5d11c7b8e576e7ea9011bc21765c163f9,291,291,0
0x685772bd850b936b48bc18f261ed56602d6af2c4,860,860,0
0x8a3f90ea371d278ea3105f59fffd638da3b32261,289,289,0
0x3b99b619b8725a5b4ad2b9fabf05380ed5fb6817,275,275,0
0x566dd107de9857cdfa11bfa26ca8f610bc40a0ae,1004,1004,0
0x33d2f400e7e9b71f7073ca3584ebbdbc0b5b6674,1184,1184,0
0xa9838826d5ef448e8d01f603ee3725039fea6351,35,35,0
0xad1cbbe6ccad241ab5f24d062a82e3458c3121d3,274,274,0
0xf2d29bbd9508cc58e2d7fe8427bd2bc0ad58e878,263,263,0
0xdc1a1092e1e082ad35946da06d30345d4835f902,937,937,0
0xcdf0bd46acbbceec78cc713c7bbbf064f16cb37a,1254,1254,0
0xc04f56a95daa5d3cc71ae9e59f30228f736d70c6,292,292,0
0xf8e227600d765eac1aebec7ed8d01ebb61ffbb1e,770,770,0
0x443d8c1b5b35f290c2238e84c425500d47fe1145,344,344,0
0xc6a1294bf9da5cdb05b6f91dbf4521a03c301b81,323,323,0
0x51105e77f581301b34d46c0e8087b25ec95f2653,325,325,0
0x299cddbb83b0b4c71750c140583316415f8eec6d,265,265,0
0x30050d81c4f07cc8782f237e66220d80715da0b8,584,584,0
0x8548b2b606c91da29964460e68677b7a4cc21396,895,895,0
0x805ddd878c72d71e3f7ab367adba6b977fcd1826,324,324,0
0xcd6cda3dc91e03010c694178fb98e605c23d42a3,280,280,0
0x146bfe22feb98f125a66937615852e540ec2d730,1496,1496,0
0x4bcbbf03455c000a3cc10ca801866cf624426ada,268,268,0
0x2ab1667de20dc3df4f89b89dda81ef7ac8290a37,624,624,0
0xb550dc5f6528116a923e1d2561d7d5bbc0270d44,305,305,0
0x674910d43ac2e301af67d82495680ccf0b59646d,293,293,0
0xf1b1cf1a44cade3d7a0962d61abdc475f1f3d093,302,302,0
0x9a0f078c53f5fe786c43b0858a05c6def0048552,398,398,0
0xeb76b1f8d69e1761aa9070b35cbcba74ec30978d,988,988,0
0xa3305340d30c42434a1844987b7781411b728cb8,334,334,0
0xe896c5b5145d3d6faa708b27df4d684807f785ec,304,304,0
0x063956d136b2d2e0fc0ea0f8f9a67c52e0d68fc4,302,302,0
0x603b0ff1d0ad824c7ab0c09eaaccc96bfd9e0ede,341,341,0
0x02f19a44509791159a825a04c95422345fab6bc9,1122,1122,0
0x9b83c5ccdb0fe5a0fb1aaecab9c383f9bca5dd5e,909,909,0
0x3039296e6d6ff3c70bf2fc8d502e1e2d76b68ca0,635,635,0
0xc7b2163492ed6e61080e8d8ca4c381ebdad18cc6,675,675,0
0xbea2566592f32b25c0aa7345d7a5066e7dab1f8d,467,467,0
0x4e71ef0f284f48c4dcc3b29c3f452843cf92448d,319,319,0
0xfc814e1c94f0ba2f37574b2840ff4d478b2f869f,643,643,0
0x02dfd275aff4780009f236639b0f7ab19916af27,303,303,0
0x9143350d8dccbfcaba822fd0ec7e8b739481bfde,568,568,0
0x0561dba9364d8826ddff743f93886bf693bde8c8,292,292,0
0x0a9bbafa1f11953dd35e5751f5ca17329ed91b32,274,274,0
0xf88f1154e736c7e7340559bcbd424a9fa02784a5,329,329,0
0x350ab5050c1aec58a6013a6ebc8b15a072dde121,819,819,0
0x06b3564ef920fd55f19f95eb7114eab3ee83a192,395,395,0
0xb0216d1b4bbe34fd82c786364707188fdcdd9363,290,290,0
0x0a830dd633c6cec2381580dcd722f1ad7e368e90,291,291,0
0xf2a114a65ecc07602c4616b38b0c855734a8fd7d,348,348,0
0xa5f68d6e85677aceec2fe9a88391f8c99c09d918,662,662,0
0xd7c6df8ed49c9349e45a5a16ffb85e53f3b599e2,576,576,0
0xe4f1ffb476d5c3d10b270988527f2bde649c3a15,599,599,0
0x8c0bfa70362046be6dfed8705d9f91208a395224,322,322,0
0x2fc73c6f9ec0071b4d2cec83ca9e2a9d4410205a,280,280,0
0x2896cb75c4852487455e7d209c66f5cccb3c2dc5,336,336,0
0xe675932c0406f880681d693b121a0f19dec31276,596,596,0
0x6eca43659218d3eb1d4f82fadfe928915ccc8057,342,342,0
0x5896b609abb4ccc6c2f4d470980f569fb3b947d7,278,278,0
0x85cf2fa182fed108aa59a31c8c4d8ae4dca71221,325,325,0
0x380cef5b046e230026adef253c9cdb321191527a,343,343,0
0x3a3eefac57fda64c7ec833b345d7933774a74891,894,894,0
0xce160afa529d4c959760243f746109518ae8cfdb,483,483,0
0x6f44695f8be5dac0c884b2bb5a401d42f8ef28c8,755,755,0
0xd7f91edd85dcf793e2ad42242b165cafc9b8df5f,280,280,0
0x2947b6d5e8c1319970b0f5f346145a476fa44e19,233,233,0
0xa1c599bc340c32040060eee6d361a7764424ea85,776,776,0
0xd7e309e028c4f33a3ee5106bb6fbde90bc87781a,335,335,0
0xac79c6d38f1104c77bb05257c0804955e1e24032,509,509,0
0x8b72e5c5d0b28788d8508b3ad31ff0ebc351a012,287,287,0
0x04d0c64d8b303586af5cf6bb37db16bd7b78c43d,316,316,0
0xea27c344487b6fb780e33d40b636fe3d0103a15e,312,312,0
0xa21a9750453a934083640a06f6750ab4e665412c,316,316,0
0xa589954b768e6105e9f2e84a4015f259373a3a17,314,314,0
0xbc6f262f4d7557f71613c2d447034a7de7517946,53,53,0
0x5c3ce2d11bbc0f4d88327e91a2000fc54401f82f,318,318,0
0x89eb33e0a0d9dc7a8fb1cb8d759313af3c323446,1557,1557,0
0xa90b81e6fde1e6dcac4fa760b77794e361161886,987,987,0
0xafc71c187c4be7aae2eb3ed1a5c070d01f726456,262,262,0
0x068bda63b22ac5495fd6a19ad42dc11fe920fdc0,267,267,0
0x6f3115bb85efc45ea3a5e7b866a772144938973b,712,712,0
0xf0767abc06f29caf35f255bc781f93eee0a77184,619,619,0
0x651a7f9632cf8f4b0cabf69e16d3472e9bfae131,322,322,0
0x8ff7690369ca5e62718aea346d9d6d362855432b,320,320,0
0xafad74db952497d3fc5cc94da5a875ba7015619d,302,302,0
0xbcb693af0eb65439e2444a4b6590e49d237efd66,351,351,0
0x764e747516fb7af89cf0ac0a8acde3060b25cf57,905,905,0
0x6ac55b8ebf1af61d80248b93cacb4c07cab5b3b0,286,286,0
0xe1c6e230f58a5c9564b8379d2efc6dfb1fbf731b,280,280,0
0x33085e0408bd64bbf7be9e1cdf80c55bee6a3484,621,621,0
0xb640c8adaf414e6666b4d9c828713f3119795e66,868,868,0
0x8f758e61d31592911ea968563952474fb7cf9a14,271,271,0
0xd117519b75c5a715719fe8ad9841d41aa89bba25,283,283,0
0x67a90a9cf27cbade6ddf6d2149f3be2fe4153306,910,910,0
0xc6fe543a3f3bb66a091a56d7afce56d24917252a,930,930,0
0x756a0f90ee980e917ac66b3cb951758da96305b0,1262,1262,0
0xcabcadc45dd4844c1e1c4597d8c424ea1251dddf,608,608,0
0xfec81374b43b821e010195b1975014de9d123da6,327,327,0
0x2d41afd4368173e744b42af7e29d0c9e132d049f,300,300,0
0x6d39b2f97be14debc633c3a466a5134bfe13a36b,650,650,0
0xe5154395b4609428e66ab4d926c106ff4a139cf5,309,309,0
0x335700ef14dd8b07704178d5323145017156b4d8,256,256,0
0xba17919507ce30a23f572ab3fe7b0349dccc0e6d,321,321,0
0xc6da2986e9c73365dde4e4a800234d47c3f6e14d,317,317,0
0x87f53e2294431656a78d957f407fb900d200be73,324,324,0
0x8e4db799bbeec728b4be5f5a432815554cf09231,604,604,0
0xeb904a5fee54bd05db80b0e2e7b43c1bce10bbc4,530,530,0
0x6f4e4664e9b519deab043676d9aafe6c9621c088,620,620,0
0x85dc0abd2c507fa2dde7f8764714123571679385,319,319,0
0x7051218606bd394bea6a8183804d71484b4c9b30,310,310,0
0xce8c11f971760d3f4270cae2a890c874b205e700,297,297,0
0x33d7e4ca66588da91a229a131af16b99e9e2844c,294,294,0
0x0112040adee9a7984957bc3ed77a15a8072baf35,235,235,0
0xbb43a28112f874f43f5d1726e4d62c4bdf66c355,315,315,0
0x0816fc853a428b0c284b92f3ca057d936ce72991,272,272,0
0xe3b2a6f3c4a3abd0d2e1e0e209cfc82c07b4fac8,320,320,0
0x18b5fb8f99af48650026e9e05835d89c388bc256,299,299,0
0xbd939754cf0a65142a9c6311c3a3becb4b2fde9a,586,586,0
0xd8fc6e0dbbda3ade572af2326bc3368415fe23b6,285,285,0
0x46622e91f95f274f4f76460b38d1f5e00905f767,610,610,0
0x87d81c0e6d409c55c8cfdd2ef77a5d6769692bf1,324,324,0
0x96ceed8be02c2f346c8fef7d830a24b5ee2a435a,453,453,0
0xfeb8e176f4406695ec8f032af3c42d8baf934422,705,705,0
0x966e129d11ea50d18c4161197cc4c9c12997ff75,637,637,0
0x2a3bccbbea5bd5f788cdadf2963f8e29c653cad7,243,243,0
0xf5e4d672eb36c4e270dac30aafaf1c8e2474acc1,268,268,0
0x4a3be48295f3a4ee36de458d5cd11db27d6b00fb,62,62,0
0xfef90c043d9bf12e8708c0a1f07f135b5a580b61,262,262,0
0x5313fd7885f656cbd2e174b1662af17bbbf75e20,942,942,0
0x11b5aaf0bb45fec04482531d3f1547a7f4e8e7ea,343,343,0
0x6ccf7be367aff13550f2064fc46d4a15e4569545,276,276,0
0x62a25a9429d033e31328195c179351bd76a3f866,259,259,0
0x7bbb5e85872c907ca25631f8e011ff1ea03575a2,303,303,0
0x8ba8f5a1fc0ce1ce3497ed27ea601cb1e9996765,608,608,0
0xa909b10c4fac3ae905d068cb74c61e4bab02c1b4,993,993,0
0x736766b9a41aceea10c89aa93468d93b1aae1907,314,314,0
0x2bed5fb4e518e0df0323e2e84f03666b1120e15a,639,639,0
0xa6e4bbbd9e97e66c670e45e39f4b1fe97bc09dd9,625,625,0
0xfb0e216b0c8a8686c4dfb53c0a570af324bc066a,359,359,0
0x8883766e4b0d554ca095b21a4d91bab5e5abdb11,309,309,0
0xeeabf08079560c48c29365abb4d87332ac4ca685,988,988,0
0x20c9de75648ea58615d2a8eb3c1df7bd719c10c9,568,568,0
0x8704c79967b46334b28fbe24bee6f71840a68887,51,51,0
0xff4da91702a6c3f7c8bff15ff8ab520ffc00afdf,1354,1354,0
0x3a2a22381fa396da671f5be6c0be29b22c9f3bf5,270,270,0
0x4276c20c34ef2e88274555304629614553bb017d,277,277,0
0x24dfd7a6e0feac65c830bbff15d39c88b3766fc5,317,317,0
0xdd213f6932a986d30a5d8e063c35796bef697434,54,54,0
0xaac1231dbb63e6df25fff0bb1a950c5d48f879dd,303,303,0
0x67d8639259087e90be1a372fc86b1d29daced9f7,43,43,0
0x709cd5a830b601e01b687bac83f1bf8df4112e84,343,343,0
0x805b1a753a13f3a8106bce41ecdad89842a4f4d4,301,301,0
0x8d25572b3e47410b99e4bdbb5dd4ad579bca0317,270,270,0
0xa1712fc331a5dad6f9b6fa51d472eef65e2441d7,1834,1834,0
0x2c671b86c24f4472bffd9d8be46aac4269e20e7e,584,584,0
0x08a51bca1242f219763037f46d8995af184c1c9f,619,619,0
0xa6a45bf144389f7112c32392001834bffcf03fce,308,308,0
0x090de08d73a2d3d5a4b9ba2bb51ba7e7e235eba4,861,861,0
0xd0f232903b538defbaabf81086b8fd1373260e05,57,57,0
0x8e12eaad968b97f99ef1508e8cd335cff1b4163a,583,583,0
0xdbcb413d3643d4d406af2938ef14d61252a5c135,305,305,0
0x51897b15ac5f1818e6b0a135e83780f42fcd504f,269,269,0
0x730fd2677d4424b6010db5d2fbde5664c391affe,319,319,0
0x30e5401ae91547bf749d687fa86385b7217a3ed9,302,302,0
0xf04be5dd3c30cee397e56363e522b7bc0ebfc5f7,598,598,0
0x154588c25fe4b0f67964c3e84d69442b23ebd354,527,527,0
0x0ce3e73471a5928ae3fc5e685a163367f1bc8ead,628,628,0
0x5e1f622f8e2aeed5671108197f27f7abce39596f,336,336,0
0xcf8dc68178c2dda69fbca1b4ebc6ed295d45d99d,272,272,0
0x0e6f80103d7cc1d1e59068810c08474b6b6e921b,263,263,0
0xb3f1ba3cb0d8af7ac4ed76fda92208c59c1c0192,1219,1219,0
0x85025d317287546b604bb6486fc9de408f9766d4,285,285,0
0x7c63f67fe6a3aefa32c80380501b4bf0c2c65f6f,393,393,0
0x8b3347fd0b8c3a619d1f1fdc90caf4f335c03742,321,321,0
0xecef41909ff6298d1c2ae0a9b6c013e1bee14c27,320,320,0
0xe42e1641249479e4c3b3263caf37b49531abb3ae,318,318,0
0xaa11a1a8c71a89d67aa5200db218c3c8a0a0e41b,605,605,0
0x6ab133af137fd94294afbc4dfdebb6ded94a572d,568,568,0
0xcd4df8bb60fe9bb3b952665b54268fdc6af01265,50,50,0
0x2a564f8882b716b22d1b6329e2e380ef524f65ca,889,889,0
0x2d834ed2be42aaa78c6105a0d4a6f0cc9daca107,611,611,0
0xdf732faa0576ef4f2b9950db9b4fa78855ead5bc,312,312,0
0x320ebf9016cb0e0994960b694fb5ce22cbdc947d,615,615,0
0xb6ad61b7558c718269a9129bd9ed9839d88a126a,354,354,0
0x2d853b216911efaebfd252ffb7c373560638de4e,297,297,0
0x0a639ee1327fc0edce4cc87bcf1a40128452d77e,352,352,0
0xab9ee81bc789006cee721a00e013494ec3508701,509,509,0
0x4a3cebfe32bb8b1fafa957dfce2eb59da78545c4,313,313,0
0xda7d261232480f5996fd50b0e9f6965508d3b09b,637,637,0
0xe96f111a575b914c055bd331fab5ede7f8c38d14,649,649,0
